smiles,assay_id,activity_type,pActivity,molecule_chembl_id,document_year,document_chembl_id,journal,source,assay_description,round_id,assay_context,scaffold,program_id,target_chembl_id,target_name,target_type,admet_solubility,admet_solubility_source,admet_lipophilicity,admet_lipophilicity_source,admet_clearance_hepatocyte,admet_clearance_hepatocyte_source,admet_clearance_microsome,admet_clearance_microsome_source,admet_herg,admet_herg_source,admet_ames,admet_ames_source,admet_bbb,admet_bbb_source,admet_caco2,admet_caco2_source,admet_ppbr,admet_ppbr_source
C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)n[nH]c(=O)c32)C1,CHEMBL4730752,IC50,4.43,CHEMBL4754834,2020,CHEMBL4725429,ACS Med Chem Lett,Scientific Literature,Inhibition of human liver microsome CYP3A4 using midazolam as substrate preincubated for 10 mins followed by substrate and NADPH addition and measured after 10 mins by LC-MS/MS analysis,113,31,O=c1[nH]ncc2c(-c3ccc(Oc4ccccc4)cc3)nn(C3CCCNC3)c12,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,CHEMBL4236268,IC50,4.96,CHEMBL1873475,2018,CHEMBL4229542,Bioorg Med Chem Lett,Scientific Literature,Inhibition of CYP3A4 (unknown origin),104,32,c1ccc(Oc2ccc(-c3nn(C4CCCNC4)c4ncncc34)cc2)cc1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,150.0,tdc_measured,,missing,,missing,,missing,,missing,96.57,tdc_measured
C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,CHEMBL4730752,IC50,4.39,CHEMBL1873475,2020,CHEMBL4725429,ACS Med Chem Lett,Scientific Literature,Inhibition of human liver microsome CYP3A4 using midazolam as substrate preincubated for 10 mins followed by substrate and NADPH addition and measured after 10 mins by LC-MS/MS analysis,113,31,c1ccc(Oc2ccc(-c3nn(C4CCCNC4)c4ncncc34)cc2)cc1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,150.0,tdc_measured,,missing,,missing,,missing,,missing,96.57,tdc_measured
C=CC(=O)N[C@H]1COC[C@H]1Nc1ncc(OCc2c(F)c(OC)cc(OC)c2F)cn1,CHEMBL4018321,IC50,4.88,CHEMBL4077859,2017,CHEMBL4017480,Bioorg Med Chem Lett,Scientific Literature,Inhibition of CYP3A4 in human liver microsomes using midazolam as substrate pretreated for 10 mins followed by substrate addition measured after 10 mins in presence of NADPH by LC-MS/MS method,98,33,c1ccc(COc2cnc(NC3CCOC3)nc2)cc1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
C=CC(=O)Nc1cccc(-n2c(=O)n(C(C)C)c(=O)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,CHEMBL4125355,IC50,4.62,CHEMBL4127317,2018,CHEMBL4118273,J Med Chem,Scientific Literature,Inhibition of human CYP3A4 (unknown origin),104,34,O=c1[nH]c(=O)n(-c2ccccc2)c2nc(Nc3ccc(N4CCNCC4)cc3)ncc12,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
C=CC(=O)Nc1cccc(C)c1Nc1ncc(OCc2c(F)c(OC)cc(OC)c2F)cn1,CHEMBL4018321,IC50,5.16,CHEMBL4089245,2017,CHEMBL4017480,Bioorg Med Chem Lett,Scientific Literature,Inhibition of CYP3A4 in human liver microsomes using midazolam as substrate pretreated for 10 mins followed by substrate addition measured after 10 mins in presence of NADPH by LC-MS/MS method,98,33,c1ccc(COc2cnc(Nc3ccccc3)nc2)cc1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
C=CC(=O)Nc1cccc(C)c1Nc1ncc2cc(-c3c(Cl)c(OC)cc(OC)c3Cl)ccc2n1,CHEMBL4018321,IC50,5.52,CHEMBL4068896,2017,CHEMBL4017480,Bioorg Med Chem Lett,Scientific Literature,Inhibition of CYP3A4 in human liver microsomes using midazolam as substrate pretreated for 10 mins followed by substrate addition measured after 10 mins in presence of NADPH by LC-MS/MS method,98,33,c1ccc(Nc2ncc3cc(-c4ccccc4)ccc3n2)cc1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
C=CCC(OC)[C@]12CNCC[C@]1(c1ccc(Cl)c(Cl)c1)C2,CHEMBL1176753,IC50,5.52,CHEMBL1173087,2010,CHEMBL1177725,J Med Chem,Scientific Literature,Inhibition of human CYP3A4 after 10 mins,31,35,c1ccc(C23CCNCC2C3)cc1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
C=CCN1CC(=O)N2C(CN(Cc3cccc4c(-c5ccc(S(C)(=O)=O)cc5)cn(C)c34)C(=O)[C@@H]2Cc2ccc(O)cc2)N1C(=O)NCc1ccccc1,CHEMBL3706081,IC50,5.0,CHEMBL3702822,2015,CHEMBL3638873,,BindingDB Patent Bioactivity Data,"Inhibition Assay: This assay was performed in a 200 l volume in 96-well microtiter plates using cDNA-expressed human hepatic CYP3A4 (supersome, BD Gentest #456202). As a substrate for CYP3A4, 7-benzyloxy-4-trifluoromethyl-coumarin (BFC) was used. The compounds of Examples 1 to 5 and the substrate BFC were dissolved in 100% acetonitrile. The final volume of acetonitrile of the incubation mixture was less than 1% (volume/volume). A potassium phosphate buffer (pH 7.4, final concentration 0.1M), MgCl2 (final concentration 8.3 mM), EDTA (final concentration 1.67 mM), an inventive compound stock solution, CYP3A4 supersome, and NADPH (final concentration 0.25 mM) were added to each well. The reaction was initiated by adding the substrate (BFC, final concentration 30 M) at 37. The incubation was performed for 20 minutes and then the reaction was terminated by the addition of 75 ul of acetonitrile: 0.5 M tris-base=4:1 (volume/volume).Then, a fluorescent signal was measured using a fluorometer.",75,36,O=C1C(Cc2ccccc2)N2C(=O)CNN(C(=O)NCc3ccccc3)C2CN1Cc1cccc2c(-c3ccccc3)c[nH]c12,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
C=CCN1CC(=O)N2C(CN(Cc3cccc4c(C(=O)Nc5ccc(CCO)cc5)cn(C)c34)C(=O)[C@@H]2Cc2ccc(O)cc2)N1C(=O)NCc1ccccc1,CHEMBL3706081,IC50,5.13,CHEMBL3640016,2015,CHEMBL3638873,,BindingDB Patent Bioactivity Data,"Inhibition Assay: This assay was performed in a 200 l volume in 96-well microtiter plates using cDNA-expressed human hepatic CYP3A4 (supersome, BD Gentest #456202). As a substrate for CYP3A4, 7-benzyloxy-4-trifluoromethyl-coumarin (BFC) was used. The compounds of Examples 1 to 5 and the substrate BFC were dissolved in 100% acetonitrile. The final volume of acetonitrile of the incubation mixture was less than 1% (volume/volume). A potassium phosphate buffer (pH 7.4, final concentration 0.1M), MgCl2 (final concentration 8.3 mM), EDTA (final concentration 1.67 mM), an inventive compound stock solution, CYP3A4 supersome, and NADPH (final concentration 0.25 mM) were added to each well. The reaction was initiated by adding the substrate (BFC, final concentration 30 M) at 37. The incubation was performed for 20 minutes and then the reaction was terminated by the addition of 75 ul of acetonitrile: 0.5 M tris-base=4:1 (volume/volume).Then, a fluorescent signal was measured using a fluorometer.",75,36,O=C(Nc1ccccc1)c1c[nH]c2c(CN3CC4N(C(=O)NCc5ccccc5)NCC(=O)N4C(Cc4ccccc4)C3=O)cccc12,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
C=CCN1CC(=O)N2C(CN(Cc3cccc4c(C(=O)Nc5ccc(N6CCC7(CCN(CC)C7)C6)nc5)cn(C)c34)C(=O)[C@@H]2Cc2ccc(O)cc2)N1C(=O)NCc1ccccc1,CHEMBL3706081,IC50,5.41,CHEMBL3702815,2015,CHEMBL3638873,,BindingDB Patent Bioactivity Data,"Inhibition Assay: This assay was performed in a 200 l volume in 96-well microtiter plates using cDNA-expressed human hepatic CYP3A4 (supersome, BD Gentest #456202). As a substrate for CYP3A4, 7-benzyloxy-4-trifluoromethyl-coumarin (BFC) was used. The compounds of Examples 1 to 5 and the substrate BFC were dissolved in 100% acetonitrile. The final volume of acetonitrile of the incubation mixture was less than 1% (volume/volume). A potassium phosphate buffer (pH 7.4, final concentration 0.1M), MgCl2 (final concentration 8.3 mM), EDTA (final concentration 1.67 mM), an inventive compound stock solution, CYP3A4 supersome, and NADPH (final concentration 0.25 mM) were added to each well. The reaction was initiated by adding the substrate (BFC, final concentration 30 M) at 37. The incubation was performed for 20 minutes and then the reaction was terminated by the addition of 75 ul of acetonitrile: 0.5 M tris-base=4:1 (volume/volume).Then, a fluorescent signal was measured using a fluorometer.",75,36,O=C(Nc1ccc(N2CCC3(CCNC3)C2)nc1)c1c[nH]c2c(CN3CC4N(C(=O)NCc5ccccc5)NCC(=O)N4C(Cc4ccccc4)C3=O)cccc12,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
C=CCN1CC(=O)N2C(CN(Cc3cccc4c(C(=O)Nc5ccc(N6CCC7CCCN7C6)nc5)cn(C)c34)C(=O)[C@@H]2Cc2ccc(O)cc2)N1C(=O)NCc1ccccc1,CHEMBL3706081,IC50,5.34,CHEMBL3702816,2015,CHEMBL3638873,,BindingDB Patent Bioactivity Data,"Inhibition Assay: This assay was performed in a 200 l volume in 96-well microtiter plates using cDNA-expressed human hepatic CYP3A4 (supersome, BD Gentest #456202). As a substrate for CYP3A4, 7-benzyloxy-4-trifluoromethyl-coumarin (BFC) was used. The compounds of Examples 1 to 5 and the substrate BFC were dissolved in 100% acetonitrile. The final volume of acetonitrile of the incubation mixture was less than 1% (volume/volume). A potassium phosphate buffer (pH 7.4, final concentration 0.1M), MgCl2 (final concentration 8.3 mM), EDTA (final concentration 1.67 mM), an inventive compound stock solution, CYP3A4 supersome, and NADPH (final concentration 0.25 mM) were added to each well. The reaction was initiated by adding the substrate (BFC, final concentration 30 M) at 37. The incubation was performed for 20 minutes and then the reaction was terminated by the addition of 75 ul of acetonitrile: 0.5 M tris-base=4:1 (volume/volume).Then, a fluorescent signal was measured using a fluorometer.",75,36,O=C(Nc1ccc(N2CCC3CCCN3C2)nc1)c1c[nH]c2c(CN3CC4N(C(=O)NCc5ccccc5)NCC(=O)N4C(Cc4ccccc4)C3=O)cccc12,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
C=CCN1CC(=O)N2C(CN(Cc3cccc4c(C(=O)Nc5ccc(N6CCN(C(C)C)CC6)nc5)cn(C)c34)C(=O)[C@@H]2Cc2ccc(O)cc2)N1C(=O)NCc1ccccc1,CHEMBL3706081,IC50,5.21,CHEMBL3702797,2015,CHEMBL3638873,,BindingDB Patent Bioactivity Data,"Inhibition Assay: This assay was performed in a 200 l volume in 96-well microtiter plates using cDNA-expressed human hepatic CYP3A4 (supersome, BD Gentest #456202). As a substrate for CYP3A4, 7-benzyloxy-4-trifluoromethyl-coumarin (BFC) was used. The compounds of Examples 1 to 5 and the substrate BFC were dissolved in 100% acetonitrile. The final volume of acetonitrile of the incubation mixture was less than 1% (volume/volume). A potassium phosphate buffer (pH 7.4, final concentration 0.1M), MgCl2 (final concentration 8.3 mM), EDTA (final concentration 1.67 mM), an inventive compound stock solution, CYP3A4 supersome, and NADPH (final concentration 0.25 mM) were added to each well. The reaction was initiated by adding the substrate (BFC, final concentration 30 M) at 37. The incubation was performed for 20 minutes and then the reaction was terminated by the addition of 75 ul of acetonitrile: 0.5 M tris-base=4:1 (volume/volume).Then, a fluorescent signal was measured using a fluorometer.",75,36,O=C(Nc1ccc(N2CCNCC2)nc1)c1c[nH]c2c(CN3CC4N(C(=O)NCc5ccccc5)NCC(=O)N4C(Cc4ccccc4)C3=O)cccc12,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
C=CCN1CC(=O)N2C(CN(Cc3cccc4c(C(=O)Nc5ccc(N6CCN(C)CC6)nc5)cn(C)c34)C(=O)[C@@H]2Cc2ccc(O)cc2)N1C(=O)NCc1ccccc1,CHEMBL3706081,IC50,5.12,CHEMBL3702793,2015,CHEMBL3638873,,BindingDB Patent Bioactivity Data,"Inhibition Assay: This assay was performed in a 200 l volume in 96-well microtiter plates using cDNA-expressed human hepatic CYP3A4 (supersome, BD Gentest #456202). As a substrate for CYP3A4, 7-benzyloxy-4-trifluoromethyl-coumarin (BFC) was used. The compounds of Examples 1 to 5 and the substrate BFC were dissolved in 100% acetonitrile. The final volume of acetonitrile of the incubation mixture was less than 1% (volume/volume). A potassium phosphate buffer (pH 7.4, final concentration 0.1M), MgCl2 (final concentration 8.3 mM), EDTA (final concentration 1.67 mM), an inventive compound stock solution, CYP3A4 supersome, and NADPH (final concentration 0.25 mM) were added to each well. The reaction was initiated by adding the substrate (BFC, final concentration 30 M) at 37. The incubation was performed for 20 minutes and then the reaction was terminated by the addition of 75 ul of acetonitrile: 0.5 M tris-base=4:1 (volume/volume).Then, a fluorescent signal was measured using a fluorometer.",75,36,O=C(Nc1ccc(N2CCNCC2)nc1)c1c[nH]c2c(CN3CC4N(C(=O)NCc5ccccc5)NCC(=O)N4C(Cc4ccccc4)C3=O)cccc12,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
C=CCN1CC(=O)N2C(CN(Cc3cccc4c(C(=O)Nc5ccc(N6CCN(CC)CC6)nc5)cn(C)c34)C(=O)[C@@H]2Cc2ccc(O)cc2)N1C(=O)NCc1ccccc1,CHEMBL3706081,IC50,5.24,CHEMBL3702794,2015,CHEMBL3638873,,BindingDB Patent Bioactivity Data,"Inhibition Assay: This assay was performed in a 200 l volume in 96-well microtiter plates using cDNA-expressed human hepatic CYP3A4 (supersome, BD Gentest #456202). As a substrate for CYP3A4, 7-benzyloxy-4-trifluoromethyl-coumarin (BFC) was used. The compounds of Examples 1 to 5 and the substrate BFC were dissolved in 100% acetonitrile. The final volume of acetonitrile of the incubation mixture was less than 1% (volume/volume). A potassium phosphate buffer (pH 7.4, final concentration 0.1M), MgCl2 (final concentration 8.3 mM), EDTA (final concentration 1.67 mM), an inventive compound stock solution, CYP3A4 supersome, and NADPH (final concentration 0.25 mM) were added to each well. The reaction was initiated by adding the substrate (BFC, final concentration 30 M) at 37. The incubation was performed for 20 minutes and then the reaction was terminated by the addition of 75 ul of acetonitrile: 0.5 M tris-base=4:1 (volume/volume).Then, a fluorescent signal was measured using a fluorometer.",75,36,O=C(Nc1ccc(N2CCNCC2)nc1)c1c[nH]c2c(CN3CC4N(C(=O)NCc5ccccc5)NCC(=O)N4C(Cc4ccccc4)C3=O)cccc12,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
C=CCN1CC(=O)N2C(CN(Cc3cccc4c(C(=O)Nc5ccc(N6CCNCC6)nc5)cn(C)c34)C(=O)[C@@H]2Cc2ccc(O)cc2)N1C(=O)NCc1ccccc1,CHEMBL3706081,IC50,5.56,CHEMBL3702792,2015,CHEMBL3638873,,BindingDB Patent Bioactivity Data,"Inhibition Assay: This assay was performed in a 200 l volume in 96-well microtiter plates using cDNA-expressed human hepatic CYP3A4 (supersome, BD Gentest #456202). As a substrate for CYP3A4, 7-benzyloxy-4-trifluoromethyl-coumarin (BFC) was used. The compounds of Examples 1 to 5 and the substrate BFC were dissolved in 100% acetonitrile. The final volume of acetonitrile of the incubation mixture was less than 1% (volume/volume). A potassium phosphate buffer (pH 7.4, final concentration 0.1M), MgCl2 (final concentration 8.3 mM), EDTA (final concentration 1.67 mM), an inventive compound stock solution, CYP3A4 supersome, and NADPH (final concentration 0.25 mM) were added to each well. The reaction was initiated by adding the substrate (BFC, final concentration 30 M) at 37. The incubation was performed for 20 minutes and then the reaction was terminated by the addition of 75 ul of acetonitrile: 0.5 M tris-base=4:1 (volume/volume).Then, a fluorescent signal was measured using a fluorometer.",75,36,O=C(Nc1ccc(N2CCNCC2)nc1)c1c[nH]c2c(CN3CC4N(C(=O)NCc5ccccc5)NCC(=O)N4C(Cc4ccccc4)C3=O)cccc12,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
C=CCN1CC(=O)N2C(CN(Cc3cccc4c(C(=O)Nc5ccc(N6CCOCC6)nc5)cn(C)c34)C(=O)[C@@H]2Cc2ccc(O)cc2)N1C(=O)NCc1ccccc1,CHEMBL3706081,IC50,4.68,CHEMBL3702789,2015,CHEMBL3638873,,BindingDB Patent Bioactivity Data,"Inhibition Assay: This assay was performed in a 200 l volume in 96-well microtiter plates using cDNA-expressed human hepatic CYP3A4 (supersome, BD Gentest #456202). As a substrate for CYP3A4, 7-benzyloxy-4-trifluoromethyl-coumarin (BFC) was used. The compounds of Examples 1 to 5 and the substrate BFC were dissolved in 100% acetonitrile. The final volume of acetonitrile of the incubation mixture was less than 1% (volume/volume). A potassium phosphate buffer (pH 7.4, final concentration 0.1M), MgCl2 (final concentration 8.3 mM), EDTA (final concentration 1.67 mM), an inventive compound stock solution, CYP3A4 supersome, and NADPH (final concentration 0.25 mM) were added to each well. The reaction was initiated by adding the substrate (BFC, final concentration 30 M) at 37. The incubation was performed for 20 minutes and then the reaction was terminated by the addition of 75 ul of acetonitrile: 0.5 M tris-base=4:1 (volume/volume).Then, a fluorescent signal was measured using a fluorometer.",75,36,O=C(Nc1ccc(N2CCOCC2)nc1)c1c[nH]c2c(CN3CC4N(C(=O)NCc5ccccc5)NCC(=O)N4C(Cc4ccccc4)C3=O)cccc12,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
C=CCN1CC(=O)N2C(CN(Cc3cccc4c(C(=O)Nc5ccc(NCC(O)CO)nc5)cn(C)c34)C(=O)[C@@H]2Cc2ccc(O)cc2)N1C(=O)NCc1ccccc1,CHEMBL3706081,IC50,5.59,CHEMBL3702778,2015,CHEMBL3638873,,BindingDB Patent Bioactivity Data,"Inhibition Assay: This assay was performed in a 200 l volume in 96-well microtiter plates using cDNA-expressed human hepatic CYP3A4 (supersome, BD Gentest #456202). As a substrate for CYP3A4, 7-benzyloxy-4-trifluoromethyl-coumarin (BFC) was used. The compounds of Examples 1 to 5 and the substrate BFC were dissolved in 100% acetonitrile. The final volume of acetonitrile of the incubation mixture was less than 1% (volume/volume). A potassium phosphate buffer (pH 7.4, final concentration 0.1M), MgCl2 (final concentration 8.3 mM), EDTA (final concentration 1.67 mM), an inventive compound stock solution, CYP3A4 supersome, and NADPH (final concentration 0.25 mM) were added to each well. The reaction was initiated by adding the substrate (BFC, final concentration 30 M) at 37. The incubation was performed for 20 minutes and then the reaction was terminated by the addition of 75 ul of acetonitrile: 0.5 M tris-base=4:1 (volume/volume).Then, a fluorescent signal was measured using a fluorometer.",75,36,O=C(Nc1cccnc1)c1c[nH]c2c(CN3CC4N(C(=O)NCc5ccccc5)NCC(=O)N4C(Cc4ccccc4)C3=O)cccc12,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
C=CCN1CC(=O)N2C(CN(Cc3cccc4c(C(=O)Nc5ccc(NCCN(CC)CC)nc5)cn(C)c34)C(=O)[C@@H]2Cc2ccc(O)cc2)N1C(=O)NCc1ccccc1,CHEMBL3706081,IC50,5.34,CHEMBL3702781,2015,CHEMBL3638873,,BindingDB Patent Bioactivity Data,"Inhibition Assay: This assay was performed in a 200 l volume in 96-well microtiter plates using cDNA-expressed human hepatic CYP3A4 (supersome, BD Gentest #456202). As a substrate for CYP3A4, 7-benzyloxy-4-trifluoromethyl-coumarin (BFC) was used. The compounds of Examples 1 to 5 and the substrate BFC were dissolved in 100% acetonitrile. The final volume of acetonitrile of the incubation mixture was less than 1% (volume/volume). A potassium phosphate buffer (pH 7.4, final concentration 0.1M), MgCl2 (final concentration 8.3 mM), EDTA (final concentration 1.67 mM), an inventive compound stock solution, CYP3A4 supersome, and NADPH (final concentration 0.25 mM) were added to each well. The reaction was initiated by adding the substrate (BFC, final concentration 30 M) at 37. The incubation was performed for 20 minutes and then the reaction was terminated by the addition of 75 ul of acetonitrile: 0.5 M tris-base=4:1 (volume/volume).Then, a fluorescent signal was measured using a fluorometer.",75,36,O=C(Nc1cccnc1)c1c[nH]c2c(CN3CC4N(C(=O)NCc5ccccc5)NCC(=O)N4C(Cc4ccccc4)C3=O)cccc12,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
C=CCN1CC(=O)N2C(CN(Cc3cccc4c(C(=O)Nc5ccc(NCCN6CCC(O)CC6)nc5)cn(C)c34)C(=O)[C@@H]2Cc2ccc(O)cc2)N1C(=O)NCc1ccccc1,CHEMBL3706081,IC50,5.24,CHEMBL3702786,2015,CHEMBL3638873,,BindingDB Patent Bioactivity Data,"Inhibition Assay: This assay was performed in a 200 l volume in 96-well microtiter plates using cDNA-expressed human hepatic CYP3A4 (supersome, BD Gentest #456202). As a substrate for CYP3A4, 7-benzyloxy-4-trifluoromethyl-coumarin (BFC) was used. The compounds of Examples 1 to 5 and the substrate BFC were dissolved in 100% acetonitrile. The final volume of acetonitrile of the incubation mixture was less than 1% (volume/volume). A potassium phosphate buffer (pH 7.4, final concentration 0.1M), MgCl2 (final concentration 8.3 mM), EDTA (final concentration 1.67 mM), an inventive compound stock solution, CYP3A4 supersome, and NADPH (final concentration 0.25 mM) were added to each well. The reaction was initiated by adding the substrate (BFC, final concentration 30 M) at 37. The incubation was performed for 20 minutes and then the reaction was terminated by the addition of 75 ul of acetonitrile: 0.5 M tris-base=4:1 (volume/volume).Then, a fluorescent signal was measured using a fluorometer.",75,36,O=C(Nc1ccc(NCCN2CCCCC2)nc1)c1c[nH]c2c(CN3CC4N(C(=O)NCc5ccccc5)NCC(=O)N4C(Cc4ccccc4)C3=O)cccc12,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
C=CCN1CC(=O)N2C(CN(Cc3cccc4c(C(=O)Nc5ccc(OC)nc5)cn(C)c34)C(=O)[C@@H]2Cc2ccc(O)cc2)N1C(=O)NCc1ccccc1,CHEMBL3706081,IC50,5.67,CHEMBL3702771,2015,CHEMBL3638873,,BindingDB Patent Bioactivity Data,"Inhibition Assay: This assay was performed in a 200 l volume in 96-well microtiter plates using cDNA-expressed human hepatic CYP3A4 (supersome, BD Gentest #456202). As a substrate for CYP3A4, 7-benzyloxy-4-trifluoromethyl-coumarin (BFC) was used. The compounds of Examples 1 to 5 and the substrate BFC were dissolved in 100% acetonitrile. The final volume of acetonitrile of the incubation mixture was less than 1% (volume/volume). A potassium phosphate buffer (pH 7.4, final concentration 0.1M), MgCl2 (final concentration 8.3 mM), EDTA (final concentration 1.67 mM), an inventive compound stock solution, CYP3A4 supersome, and NADPH (final concentration 0.25 mM) were added to each well. The reaction was initiated by adding the substrate (BFC, final concentration 30 M) at 37. The incubation was performed for 20 minutes and then the reaction was terminated by the addition of 75 ul of acetonitrile: 0.5 M tris-base=4:1 (volume/volume).Then, a fluorescent signal was measured using a fluorometer.",76,36,O=C(Nc1cccnc1)c1c[nH]c2c(CN3CC4N(C(=O)NCc5ccccc5)NCC(=O)N4C(Cc4ccccc4)C3=O)cccc12,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
C=CCN1CC(=O)N2C(CN(Cc3cccc4c(C(=O)Nc5ccc6c(c5)OCCO6)cn(C)c34)C(=O)[C@@H]2Cc2ccc(O)cc2)N1C(=O)NCc1ccccc1,CHEMBL3706081,IC50,5.58,CHEMBL3702819,2015,CHEMBL3638873,,BindingDB Patent Bioactivity Data,"Inhibition Assay: This assay was performed in a 200 l volume in 96-well microtiter plates using cDNA-expressed human hepatic CYP3A4 (supersome, BD Gentest #456202). As a substrate for CYP3A4, 7-benzyloxy-4-trifluoromethyl-coumarin (BFC) was used. The compounds of Examples 1 to 5 and the substrate BFC were dissolved in 100% acetonitrile. The final volume of acetonitrile of the incubation mixture was less than 1% (volume/volume). A potassium phosphate buffer (pH 7.4, final concentration 0.1M), MgCl2 (final concentration 8.3 mM), EDTA (final concentration 1.67 mM), an inventive compound stock solution, CYP3A4 supersome, and NADPH (final concentration 0.25 mM) were added to each well. The reaction was initiated by adding the substrate (BFC, final concentration 30 M) at 37. The incubation was performed for 20 minutes and then the reaction was terminated by the addition of 75 ul of acetonitrile: 0.5 M tris-base=4:1 (volume/volume).Then, a fluorescent signal was measured using a fluorometer.",76,36,O=C(Nc1ccc2c(c1)OCCO2)c1c[nH]c2c(CN3CC4N(C(=O)NCc5ccccc5)NCC(=O)N4C(Cc4ccccc4)C3=O)cccc12,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
C=CCN1CC(=O)N2C(Cc3ccc(O)cc3)C(=O)N(Cc3cccc4c(-c5ccc(NC(=O)N6CCN(S(C)(=O)=O)CC6)nc5)cn(C)c34)CC2N1C(=O)NCc1ccccc1,CHEMBL3706081,IC50,5.19,CHEMBL3702818,2015,CHEMBL3638873,,BindingDB Patent Bioactivity Data,"Inhibition Assay: This assay was performed in a 200 l volume in 96-well microtiter plates using cDNA-expressed human hepatic CYP3A4 (supersome, BD Gentest #456202). As a substrate for CYP3A4, 7-benzyloxy-4-trifluoromethyl-coumarin (BFC) was used. The compounds of Examples 1 to 5 and the substrate BFC were dissolved in 100% acetonitrile. The final volume of acetonitrile of the incubation mixture was less than 1% (volume/volume). A potassium phosphate buffer (pH 7.4, final concentration 0.1M), MgCl2 (final concentration 8.3 mM), EDTA (final concentration 1.67 mM), an inventive compound stock solution, CYP3A4 supersome, and NADPH (final concentration 0.25 mM) were added to each well. The reaction was initiated by adding the substrate (BFC, final concentration 30 M) at 37. The incubation was performed for 20 minutes and then the reaction was terminated by the addition of 75 ul of acetonitrile: 0.5 M tris-base=4:1 (volume/volume).Then, a fluorescent signal was measured using a fluorometer.",76,36,O=C(Nc1ccc(-c2c[nH]c3c(CN4CC5N(C(=O)NCc6ccccc6)NCC(=O)N5C(Cc5ccccc5)C4=O)cccc23)cn1)N1CCNCC1,CYP3A4,CHEMBL340,Cytochrome P450 3A4,metabolic_enzyme,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
