smiles,assay_id,activity_type,pActivity,molecule_chembl_id,document_year,document_chembl_id,journal,source,assay_description,round_id,assay_context,scaffold,program_id,target_chembl_id,target_name,target_type
C/C(=C(\F)C(=O)Nc1ccc(-c2ccccc2S(N)(=O)=O)cc1F)c1cccc(C(=N)S)c1,CHEMBL663499,IC50,6.85,CHEMBL303288,2002,CHEMBL1134849,Bioorg Med Chem Lett,Scientific Literature,Concentration required for inhibition of Coagulation factor X,23,8,O=C(C=Cc1ccccc1)Nc1ccc(-c2ccccc2)cc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
C/C(=C(\F)C(=O)Nc1ccc(-c2ccccc2S(N)(=O)=O)cn1)c1ccc2ccnc(N)c2c1,CHEMBL663499,IC50,7.85,CHEMBL291643,2002,CHEMBL1134849,Bioorg Med Chem Lett,Scientific Literature,Concentration required for inhibition of Coagulation factor X,23,8,O=C(C=Cc1ccc2ccncc2c1)Nc1ccc(-c2ccccc2)cn1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
C/C(=C(\F)C(=O)Nc1ccc(-c2ccnc(C(N)=O)c2)cc1)c1ccc2ccnc(N)c2c1,CHEMBL663499,IC50,5.82,CHEMBL65550,2002,CHEMBL1134849,Bioorg Med Chem Lett,Scientific Literature,Concentration required for inhibition of Coagulation factor X,23,8,O=C(C=Cc1ccc2ccncc2c1)Nc1ccc(-c2ccncc2)cc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
C/C(=C(\F)C(=O)Nc1ccc(-c2ccncc2S(C)(=O)=O)cc1)c1ccc2ccnc(N)c2c1,CHEMBL663499,IC50,8.15,CHEMBL407973,2002,CHEMBL1134849,Bioorg Med Chem Lett,Scientific Literature,Concentration required for inhibition of Coagulation factor X,23,8,O=C(C=Cc1ccc2ccncc2c1)Nc1ccc(-c2ccncc2)cc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
C/C(=C(\F)C(=O)Nc1ccc(-c2ccncc2[S+](C)[O-])cc1F)c1ccc2ccnc(N)c2c1,CHEMBL663499,IC50,5.82,CHEMBL64620,2002,CHEMBL1134849,Bioorg Med Chem Lett,Scientific Literature,Concentration required for inhibition of Coagulation factor X,23,8,O=C(C=Cc1ccc2ccncc2c1)Nc1ccc(-c2ccncc2)cc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
C/C(=C/C(=O)Nc1ccc(-c2ccccc2S(N)(=O)=O)cc1)c1cccc(C(=N)N)c1,CHEMBL682017,IC50,8.4,CHEMBL264853,2002,CHEMBL1136021,Bioorg Med Chem Lett,Scientific Literature,Inhibitory activity against factor Xa,23,9,O=C(C=Cc1ccccc1)Nc1ccc(-c2ccccc2)cc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
C/C(=C/c1cccc(C(=N)N)c1)C(=O)Nc1ccc(-c2ccccc2S(N)(=O)=O)cc1,CHEMBL682017,IC50,6.44,CHEMBL285725,2002,CHEMBL1136021,Bioorg Med Chem Lett,Scientific Literature,Inhibitory activity against factor Xa,23,9,O=C(C=Cc1ccccc1)Nc1ccc(-c2ccccc2)cc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
C/C(=C1\CC(=O)N(c2ccc(-c3ccccc3S(N)(=O)=O)cc2)C1=O)c1cccc(C(=N)N)c1,CHEMBL885073,IC50,8.7,CHEMBL99629,2003,CHEMBL1136273,Bioorg Med Chem Lett,Scientific Literature,Inhibitory concentration to coagulation factor X,33,10,O=C1CC(=Cc2ccccc2)C(=O)N1c1ccc(-c2ccccc2)cc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
C/C(=C1\CC(=O)N(c2ccc(-c3ccccc3S(N)(=O)=O)cc2)C1=O)c1cccc(C(=N)NN)c1,CHEMBL885073,IC50,7.11,CHEMBL99688,2003,CHEMBL1136273,Bioorg Med Chem Lett,Scientific Literature,Inhibitory concentration to coagulation factor X,33,10,O=C1CC(=Cc2ccccc2)C(=O)N1c1ccc(-c2ccccc2)cc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
C/C(=C1\CC(=O)N(c2ccc(-c3ccccc3S(N)(=O)=O)cc2)C1=O)c1cccc(C(=N)NO)c1,CHEMBL885073,IC50,6.15,CHEMBL318187,2003,CHEMBL1136273,Bioorg Med Chem Lett,Scientific Literature,Inhibitory concentration to coagulation factor X,33,10,O=C1CC(=Cc2ccccc2)C(=O)N1c1ccc(-c2ccccc2)cc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
C/C(=C1\CC(=O)N(c2ccc(C(=O)N3CCCC3)cc2)C1=O)c1cccc(C(=N)N)c1,CHEMBL885073,IC50,6.75,CHEMBL321526,2003,CHEMBL1136273,Bioorg Med Chem Lett,Scientific Literature,Inhibitory concentration to coagulation factor X,33,10,O=C(c1ccc(N2C(=O)CC(=Cc3ccccc3)C2=O)cc1)N1CCCC1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
C/C(=C1\CC(=O)N(c2ccc(C(C)(C)C)cc2)C1=O)c1cccc(C(=N)N)c1,CHEMBL885073,IC50,7.54,CHEMBL99630,2003,CHEMBL1136273,Bioorg Med Chem Lett,Scientific Literature,Inhibitory concentration to coagulation factor X,33,10,O=C1CC(=Cc2ccccc2)C(=O)N1c1ccccc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
C/C(=C\S(=O)(=O)NC1CCN(c2ccc(-n3ccc(CN(C)C)n3)cc2F)C1=O)c1ccc(Cl)s1,CHEMBL932218,Ki,7.83,CHEMBL408933,2008,CHEMBL1143208,Bioorg Med Chem Lett,Scientific Literature,Inhibition of factor 10a,75,13,O=C1C(NS(=O)(=O)C=Cc2cccs2)CCN1c1ccc(-n2cccn2)cc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
C/C(=C\S(=O)(=O)NC1CCN(c2ccc(-n3ccnc3CN(C)C)cc2F)C1=O)c1ccc(Cl)s1,CHEMBL932218,Ki,9.7,CHEMBL257741,2008,CHEMBL1143208,Bioorg Med Chem Lett,Scientific Literature,Inhibition of factor 10a,75,13,O=C1C(NS(=O)(=O)C=Cc2cccs2)CCN1c1ccc(-n2ccnc2)cc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
C/C(=C\S(=O)(=O)NC1CCN(c2ccc(-n3cnc(CN(C)C)c3)cc2F)C1=O)c1ccc(Cl)s1,CHEMBL932218,Ki,7.53,CHEMBL271088,2008,CHEMBL1143208,Bioorg Med Chem Lett,Scientific Literature,Inhibition of factor 10a,75,13,O=C1C(NS(=O)(=O)C=Cc2cccs2)CCN1c1ccc(-n2ccnc2)cc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
C/C(=C\S(=O)(=O)N[C@H]1CCN([C@@H](C)C(=O)N2CCOCC2)C1=O)c1ccc(Cl)s1,CHEMBL886138,Ki,8.7,CHEMBL391640,2007,CHEMBL1139928,Bioorg Med Chem Lett,Scientific Literature,Inhibition of factor 10a by fluorogenic assay,66,14,O=C(CN1CCC(NS(=O)(=O)C=Cc2cccs2)C1=O)N1CCOCC1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
C/C(=N\NC(=N)N)c1cc(NC(=O)CCCCCNC(=N)N)cc(/C(C)=N/NC(=N)N)c1,CHEMBL1646244,Ki,3.0,CHEMBL1644916,2011,CHEMBL1641437,Bioorg Med Chem Lett,Scientific Literature,Inhibition of factor 10a,98,15,c1ccccc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
C/C(=N\NC(=N)N)c1cc(NC(=O)CCCCNC(=N)N)cc(/C(C)=N/NC(=N)N)c1,CHEMBL1646244,Ki,3.0,CHEMBL1644914,2011,CHEMBL1641437,Bioorg Med Chem Lett,Scientific Literature,Inhibition of factor 10a,98,15,c1ccccc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
C/C(=N\NC(=N)N)c1cc(NC(=O)CCCN)cc(/C(C)=N/NC(=N)N)c1,CHEMBL1646244,Ki,3.0,CHEMBL1644917,2011,CHEMBL1641437,Bioorg Med Chem Lett,Scientific Literature,Inhibition of factor 10a,98,15,c1ccccc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
C/C(=N\NC(=N)N)c1cc(NC(=O)CCCNC(=N)N)cc(/C(C)=N/NC(=N)N)c1,CHEMBL1646244,Ki,4.8,CHEMBL1644915,2011,CHEMBL1641437,Bioorg Med Chem Lett,Scientific Literature,Inhibition of factor 10a,98,15,c1ccccc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
C/C(=N\NC(=N)N)c1cc(NC(=O)[C@H](N)CCCNC(=N)N)cc(/C(C)=N/NC(=N)N)c1,CHEMBL1646244,Ki,3.0,CHEMBL1644913,2011,CHEMBL1641437,Bioorg Med Chem Lett,Scientific Literature,Inhibition of factor 10a,98,15,c1ccccc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
C/C(=N\NC(=N)N)c1cc(NS(=O)(=O)c2ccccc2)cc(/C(C)=N/NC(=N)N)c1,CHEMBL1646244,Ki,4.1,CHEMBL1644912,2011,CHEMBL1641437,Bioorg Med Chem Lett,Scientific Literature,Inhibition of factor 10a,98,15,O=S(=O)(Nc1ccccc1)c1ccccc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
C/C(Cc1ccc(Br)cc1)=C(\F)C(=O)Nc1ccc(-c2ccccc2S(N)(=O)=O)cc1,CHEMBL663499,IC50,5.75,CHEMBL62995,2002,CHEMBL1134849,Bioorg Med Chem Lett,Scientific Literature,Concentration required for inhibition of Coagulation factor X,23,8,O=C(C=CCc1ccccc1)Nc1ccc(-c2ccccc2)cc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
C/C=C\Cc1ccc(-c2ccc(C(=O)NCC(C)C)cc2C(=O)O)c(C(=O)Nc2ccc(C(=N)N)cc2)c1,CHEMBL1035204,IC50,8.12,CHEMBL484616,2009,CHEMBL1137759,Bioorg Med Chem,Scientific Literature,Inhibition of factor 10a,83,5,O=C(Nc1ccccc1)c1ccccc1-c1ccccc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
C/N=C(/N)N(C)Cc1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)cc1,CHEMBL659608,IC50,9.15,CHEMBL369681,2004,CHEMBL1147578,Bioorg Med Chem Lett,Scientific Literature,In vitro inhibitory activity against coagulation factor X.,42,16,O=C(Nc1ccccc1C(=O)Nc1ccccn1)c1ccccc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
C/N=C(/N)N(C)Cc1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)cc1,CHEMBL872477,Ki,9.7,CHEMBL369681,2004,CHEMBL1147578,Bioorg Med Chem Lett,Scientific Literature,In vitro inhibitory activity against Coagulation factor X,42,17,O=C(Nc1ccccc1C(=O)Nc1ccccn1)c1ccccc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
C/N=C(/N)c1ccc(/C=C2/CCCC/C(=C\c3ccc(C(=N)N)cc3)C2=O)cc1,CHEMBL661584,Ki,6.3,CHEMBL356630,1999,CHEMBL1132552,J Med Chem,Scientific Literature,In vitro inhibition of human coagulation factor Xa (Xa) in a purified enzyme system.,6,18,O=C1C(=Cc2ccccc2)CCCCC1=Cc1ccccc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
C/N=C(/N)c1cccc(C2Oc3ccccc3N(CCCCCN3C(C)CCCC3C)C2=O)c1,CHEMBL661678,IC50,5.55,CHEMBL131796,2000,CHEMBL1133480,J Med Chem,Scientific Literature,In vitro inhibition of coagulation factor Xa.,13,19,O=C1C(c2ccccc2)Oc2ccccc2N1CCCCCN1CCCCC1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
C/N=C(/NC)N(C)Cc1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)cc1,CHEMBL659608,IC50,9.1,CHEMBL435741,2004,CHEMBL1147578,Bioorg Med Chem Lett,Scientific Literature,In vitro inhibitory activity against coagulation factor X.,42,16,O=C(Nc1ccccc1C(=O)Nc1ccccn1)c1ccccc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
C/N=C(\N(C)C)N(C)CCCC[C@H](NC(=O)OC(C)(C)C)C(=O)NCC(=O)NC(C=O)CCCN=C(N)N,CHEMBL663513,IC50,5.52,CHEMBL290061,2000,CHEMBL1132850,Bioorg Med Chem Lett,Scientific Literature,Inhibitory activity against coagulation factor X.,13,20,,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
C/N=C(\N)c1ccc(/C=C2/CCCC/C(=C/c3ccc(C(=N)N)cc3)C2=O)cc1,CHEMBL661584,Ki,7.92,CHEMBL151562,1999,CHEMBL1132552,J Med Chem,Scientific Literature,In vitro inhibition of human coagulation factor Xa (Xa) in a purified enzyme system.,6,18,O=C1C(=Cc2ccccc2)CCCCC1=Cc1ccccc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
C/N=C(\N)c1ccc(/C=C2\CCCC/C(=C\c3ccc(C(=N)N)cc3)C2=O)cc1,CHEMBL661584,Ki,4.54,CHEMBL153660,1999,CHEMBL1132552,J Med Chem,Scientific Literature,In vitro inhibition of human coagulation factor Xa (Xa) in a purified enzyme system.,6,18,O=C1C(=Cc2ccccc2)CCCCC1=Cc1ccccc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
C/N=C(\N)c1ccc(C(=O)N2CCN(S(=O)(=O)c3ccc4cc(Br)ccc4c3)CC2)cc1,CHEMBL659609,IC50,6.64,CHEMBL65637,2004,CHEMBL1137970,Bioorg Med Chem Lett,Scientific Literature,In vitro inhibitory activity against Coagulation factor X was determined,42,0,O=C(c1ccccc1)N1CCN(S(=O)(=O)c2ccc3ccccc3c2)CC1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
C/N=C(\N)c1ccc(NC(=O)c2cc(C)nn2-c2cc3ccccc3cc2F)c(F)c1,CHEMBL659607,IC50,6.94,CHEMBL20420,2004,CHEMBL1147598,Bioorg Med Chem Lett,Scientific Literature,In vitro inhibitory activity against human coagulation factor X,42,21,O=C(Nc1ccccc1)c1ccnn1-c1ccc2ccccc2c1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
C/N=C(\N)c1cccc(/C(C)=C(/F)C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)c1,CHEMBL885073,IC50,6.05,CHEMBL322849,2003,CHEMBL1136273,Bioorg Med Chem Lett,Scientific Literature,Inhibitory concentration to coagulation factor X,33,10,O=C(C=Cc1ccccc1)Nc1ccc(-c2ccccc2)cc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
C=C(C)/C=C\c1ccc(-c2ccc(C(=O)NCC(C)C)cc2C(=O)O)c(C(=O)Nc2ccc(C(=N)N)cc2)c1,CHEMBL1035204,IC50,9.51,CHEMBL526193,2009,CHEMBL1137759,Bioorg Med Chem,Scientific Literature,Inhibition of factor 10a,83,5,O=C(Nc1ccccc1)c1ccccc1-c1ccccc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
C=C(C)c1ccc(-c2ccc(C(=O)NCC(C)C)cc2C(=O)O)c(C(=O)Nc2ccc(C(=N)N)cc2)c1,CHEMBL1035204,IC50,8.93,CHEMBL520364,2009,CHEMBL1137759,Bioorg Med Chem,Scientific Literature,Inhibition of factor 10a,83,5,O=C(Nc1ccccc1)c1ccccc1-c1ccccc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
C=C(C)c1ccc(N2CC[C@H](NS(=O)(=O)/C=C/c3ccc(Cl)s3)C2=O)c(F)c1,CHEMBL1071977,Ki,8.21,CHEMBL594085,2010,CHEMBL1153243,Bioorg Med Chem Lett,Scientific Literature,Inhibition of human factor 10a by fluorescence assay,91,22,O=C1C(NS(=O)(=O)C=Cc2cccs2)CCN1c1ccccc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
C=C(CCO)c1ccc(-c2ccc(C(=O)NCC(C)C)cc2C(=O)O)c(C(=O)Nc2ccc(C(=N)N)cc2)c1,CHEMBL1035204,IC50,7.95,CHEMBL507281,2009,CHEMBL1137759,Bioorg Med Chem,Scientific Literature,Inhibition of factor 10a,83,5,O=C(Nc1ccccc1)c1ccccc1-c1ccccc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
C=C(CO)c1ccc(-c2ccc(C(=O)NCC(C)C)cc2C(=O)O)c(C(=O)Nc2ccc(C(=N)N)cc2)c1,CHEMBL1035204,IC50,8.15,CHEMBL523251,2009,CHEMBL1137759,Bioorg Med Chem,Scientific Literature,Inhibition of factor 10a,83,5,O=C(Nc1ccccc1)c1ccccc1-c1ccccc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
C=C=Cc1ccc(-c2ccc(C(=O)NCC(C)C)cc2C(=O)O)c(C(=O)Nc2ccc(C(=N)N)cc2)c1,CHEMBL1035204,IC50,8.82,CHEMBL486112,2009,CHEMBL1137759,Bioorg Med Chem,Scientific Literature,Inhibition of factor 10a,83,5,O=C(Nc1ccccc1)c1ccccc1-c1ccccc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
C=CCN1CC[C@H](Oc2ccc(C(Oc3ccc4c(c3)CN(C(=N)N)CC4)C(=O)OCC)cc2)C1,CHEMBL661806,Ki,6.0,CHEMBL342568,1998,CHEMBL1131421,J Med Chem,Scientific Literature,The inhibition constant against human Coagulation factor X,2,23,c1cc(OC2CCNC2)ccc1COc1ccc2c(c1)CNCC2,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
C=CCO/N=C1\C[C@]23CC[C@H]4[C@@](C)(CCC[C@@]4(C)C(=O)OCC)[C@@H]2CC[C@@]1(C)C3,CHEMBL4314197,Ki,5.07,CHEMBL4474622,2019,CHEMBL4311982,Eur J Med Chem,Scientific Literature,Inhibition of human activated Factor X using S-2765 as substrate incubated for 15 mins followed by substrate addition and measured after 1 hr by chromogenic assay,122,24,N=C1CC23CCC4CCCCC4C2CCC1C3,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
C=CCOC(=O)N1CCC(Oc2ccc(C(Oc3ccc4c(c3)CN(C(=N)N)CC4)C(=O)OCC)cc2)CC1,CHEMBL661806,Ki,5.52,CHEMBL435028,1998,CHEMBL1131421,J Med Chem,Scientific Literature,The inhibition constant against human Coagulation factor X,2,23,c1cc(OC2CCNCC2)ccc1COc1ccc2c(c1)CNCC2,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
C=CCOC(=O)N1CC[C@H](Oc2ccc(C(Oc3ccc4c(c3)CN(C(=N)N)CC4)C(=O)OCC)cc2)C1,CHEMBL661806,Ki,6.7,CHEMBL144637,1998,CHEMBL1131421,J Med Chem,Scientific Literature,The inhibition constant against human Coagulation factor X,2,23,c1cc(OC2CCNC2)ccc1COc1ccc2c(c1)CNCC2,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
C=CC[C@]1(C)C[C@@H](C(=O)NCc2ccc(C(=N)N)cc2)n2c1c(Cl)nc(NC1CCC1)c2=O,CHEMBL2346276,Ki,6.19,CHEMBL2334325,2013,CHEMBL2331528,Bioorg Med Chem Lett,Scientific Literature,Inhibition of factor-10a (unknown origin) by chromogenic substrate assay,105,25,O=C(NCc1ccccc1)C1CCc2cnc(NC3CCC3)c(=O)n21,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
C=CC[N+](C)(C)c1ccc(CNC(=O)c2cc3cc(F)ccc3n2Cc2cccc(C(=N)N)c2)cc1,CHEMBL663407,Ki,6.85,CHEMBL554256,2002,CHEMBL1135480,J Med Chem,Scientific Literature,Inhibition of Coagulation factor Xa,23,2,O=C(NCc1ccccc1)c1cc2ccccc2n1Cc1ccccc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
C=CCc1ccc(-c2ccc(C(=O)NCC(C)C)cc2C(=O)O)c(C(=O)Nc2ccc(C(=N)N)cc2)c1,CHEMBL1035204,IC50,8.72,CHEMBL487955,2009,CHEMBL1137759,Bioorg Med Chem,Scientific Literature,Inhibition of factor 10a,83,5,O=C(Nc1ccccc1)c1ccccc1-c1ccccc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
C=Cc1cc(OC2CCOCC2)cc(C(Nc2ccc(C(=N)N)cc2)C(=O)O)c1,CHEMBL863324,Ki,4.88,CHEMBL198533,2005,CHEMBL1141948,Bioorg Med Chem Lett,Scientific Literature,Binding affinity to FXa,54,3,c1ccc(NCc2cccc(OC3CCOCC3)c2)cc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
C=Cc1ccc(-c2ccc(C(=O)NCC(C)C)cc2C(=O)O)c(C(=O)Nc2ccc(C(=N)N)cc2)c1,CHEMBL1035204,IC50,8.78,CHEMBL485704,2009,CHEMBL1137759,Bioorg Med Chem,Scientific Literature,Inhibition of factor 10a,83,5,O=C(Nc1ccccc1)c1ccccc1-c1ccccc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CC#Cc1ccc(-c2ccc(C(=O)NCC(C)C)cc2C(=O)O)c(C(=O)Nc2ccc(C(=N)N)cc2)c1,CHEMBL1035204,IC50,8.28,CHEMBL484615,2009,CHEMBL1137759,Bioorg Med Chem,Scientific Literature,Inhibition of factor 10a,83,5,O=C(Nc1ccccc1)c1ccccc1-c1ccccc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CC(=N)N(C)CCN(C)Cc1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)cc1,CHEMBL659608,IC50,8.96,CHEMBL174791,2004,CHEMBL1147578,Bioorg Med Chem Lett,Scientific Literature,In vitro inhibitory activity against coagulation factor X.,42,16,O=C(Nc1ccccc1C(=O)Nc1ccccn1)c1ccccc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CC(=N)N(C)Cc1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)cc1,CHEMBL1273257,Ki,9.22,CHEMBL176243,2010,CHEMBL1268866,J Med Chem,Scientific Literature,Inhibition of factor 10a,92,26,O=C(Nc1ccccc1C(=O)Nc1ccccn1)c1ccccc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CC(=N)N(C)Cc1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)cc1,CHEMBL659608,IC50,9.05,CHEMBL176243,2004,CHEMBL1147578,Bioorg Med Chem Lett,Scientific Literature,In vitro inhibitory activity against coagulation factor X.,42,16,O=C(Nc1ccccc1C(=O)Nc1ccccn1)c1ccccc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CC(=N)N(C)Cc1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)cc1,CHEMBL872477,Ki,9.22,CHEMBL176243,2004,CHEMBL1147578,Bioorg Med Chem Lett,Scientific Literature,In vitro inhibitory activity against Coagulation factor X,42,17,O=C(Nc1ccccc1C(=O)Nc1ccccn1)c1ccccc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CC(=N)N(C)c1ccc(C(=O)Nc2ccc(C)cc2C(=O)Nc2ccc(Cl)cn2)cc1,CHEMBL5127313,IC50,9.3,CHEMBL5201486,2022,CHEMBL5126515,Eur J Med Chem,Scientific Literature,Inhibition of human FXa using chromogenic substrate,125,27,O=C(Nc1ccccc1C(=O)Nc1ccccn1)c1ccccc1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CC(=N)N1CCC(C(=O)Nc2cccc(OCc3ccc(F)cc3)c2)CC1,CHEMBL2443898,Ki,4.24,CHEMBL2441065,2013,CHEMBL2440069,J Med Chem,Scientific Literature,Inhibition of human factor 10a using Z-D-Arg-Gly-Arg-p-NA as substrate by chromogenic assay,105,28,O=C(Nc1cccc(OCc2ccccc2)c1)C1CCNCC1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CC(=N)N1CCC(CNC(=O)c2ccc(C)c(OCCc3ccc(Cl)cc3Cl)c2)CC1,CHEMBL875189,Ki,6.85,CHEMBL192811,2005,CHEMBL1144416,J Med Chem,Scientific Literature,Binding affinity towards human Coagulation factor X,54,29,O=C(NCC1CCNCC1)c1cccc(OCCc2ccccc2)c1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CC(=N)N1CCC(COc2ccc3c(c2)CN(C(=N)N)CC3)CC1,CHEMBL827049,IC50,6.29,CHEMBL535595,2005,CHEMBL1139513,J Med Chem,Scientific Literature,Inhibitory concentration against human Coagulation factor X,54,30,c1cc2c(cc1OCC1CCNCC1)CNCC2,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CC(=N)N1CCC(N(C(=O)CCC(=O)O)c2ccc3nc(C)n(Cc4ccc5ccc(C(=N)N)cc5c4)c3c2)CC1,CHEMBL661804,Ki,6.38,CHEMBL172831,2000,CHEMBL1133358,Bioorg Med Chem Lett,Scientific Literature,In vitro inhibitory activity against human Coagulation factor X,13,31,c1ccc2cc(Cn3cnc4ccc(NC5CCNCC5)cc43)ccc2c1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CC(=N)N1CCC(N(CC(C)C(=O)O)c2ccc3c(c2)nc(C)n3Cc2ccc3ccc(C(=N)N)cc3c2)CC1,CHEMBL661804,Ki,7.1,CHEMBL177136,2000,CHEMBL1133358,Bioorg Med Chem Lett,Scientific Literature,In vitro inhibitory activity against human Coagulation factor X,13,31,c1ccc2cc(Cn3cnc4cc(NC5CCNCC5)ccc43)ccc2c1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CC(=N)N1CCC(N(CC(C)C(=O)O)c2ccc3nc(C)n(Cc4ccc5ccc(C(=N)N)cc5c4)c3c2)CC1,CHEMBL661804,Ki,8.52,CHEMBL174829,2000,CHEMBL1133358,Bioorg Med Chem Lett,Scientific Literature,In vitro inhibitory activity against human Coagulation factor X,13,31,c1ccc2cc(Cn3cnc4ccc(NC5CCNCC5)cc43)ccc2c1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CC(=N)N1CCC(N(CC(N)=O)c2ccc3nc(C)n(Cc4ccc5ccc(C(=N)N)cc5c4)c3c2)CC1,CHEMBL661804,Ki,9.34,CHEMBL369480,2000,CHEMBL1133358,Bioorg Med Chem Lett,Scientific Literature,In vitro inhibitory activity against human Coagulation factor X,13,31,c1ccc2cc(Cn3cnc4ccc(NC5CCNCC5)cc43)ccc2c1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
CC(=N)N1CCC(N(CCCC(=O)O)c2ccc3c(c2)nc(C)n3Cc2ccc3ccc(C(=N)N)cc3c2)CC1,CHEMBL661804,Ki,6.43,CHEMBL171966,2000,CHEMBL1133358,Bioorg Med Chem Lett,Scientific Literature,In vitro inhibitory activity against human Coagulation factor X,13,31,c1ccc2cc(Cn3cnc4cc(NC5CCNCC5)ccc43)ccc2c1,FXa,CHEMBL244,Factor Xa (Coagulation factor X),enzyme
